FREGUESIA,PARTIDO,VOTOS
131206,PCTPMRPP,57
131206,PH,11
131206,POUS,10
131206,PPDPSD,3373
131206,PPM,36
131206,PS,5519
131206,PSN,9
131207,BE,280
131207,CDSPP,642
131207,MPT,16
131207,PCPPEV,524
131207,PCTPMRPP,19
131207,PH,9
131207,POUS,3
131207,PPDPSD,1622
131207,PPM,24
131207,PS,2193
131207,PSN,11
131208,BE,75
131208,CDSPP,167
131208,MPT,6
131208,PCPPEV,311
131208,PCTPMRPP,19
131208,PH,3
131208,POUS,1
131208,PPDPSD,457
131208,PPM,4
131208,PS,1220
131208,PSN,4
131209,BE,137
131209,CDSPP,932
131209,MPT,23
131209,PCPPEV,91
131209,PCTPMRPP,11
131209,PH,7
131209,POUS,1
131209,PPDPSD,1391
131209,PPM,10
131209,PS,828
131209,PSN,0
131210,BE,1391
131210,CDSPP,2720
131210,MPT,86
131210,PCPPEV,2383
131210,PCTPMRPP,103
131210,PH,52
131210,POUS,19
131210,PPDPSD,9482
131210,PPM,113
131210,PS,12582
131210,PSN,33
131211,BE,894
131211,CDSPP,2039
131211,MPT,58
131211,PCPPEV,1636
131211,PCTPMRPP,82
131211,PH,36
131211,POUS,11
131211,PPDPSD,6232
131211,PPM,63
131211,PS,8596
131211,PSN,21
131212,BE,360
131212,CDSPP,673
131212,MPT,26
131212,PCPPEV,594
131212,PCTPMRPP,24
131212,PH,17
131212,POUS,4
131212,PPDPSD,2584
131212,PPM,22
131212,PS,3019
131212,PSN,7
131213,BE,56
131213,CDSPP,101
131213,MPT,1
131213,PCPPEV,198
131213,PCTPMRPP,14
131213,PH,2
131213,POUS,1
131213,PPDPSD,442
131213,PPM,3
131213,PS,1038
131213,PSN,8
131214,BE,87
131214,CDSPP,185
131214,MPT,6
131214,PCPPEV,475
131214,PCTPMRPP,25
131214,PH,8
131214,POUS,2
131214,PPDPSD,774
131214,PPM,10
131214,PS,2138
131214,PSN,1
131215,BE,88
131215,CDSPP,160
131215,MPT,4
131215,PCPPEV,216
131215,PCTPMRPP,11
131215,PH,6
131215,POUS,1
131215,PPDPSD,629
131215,PPM,8
131215,PS,1041
131215,PSN,4
131301,BE,26
131301,CDSPP,423
131301,MPT,4
131301,PCPPEV,58
131301,PCTPMRPP,8
131301,PH,4
131301,POUS,1
131301,PPDPSD,995
131301,PPM,8
131301,PS,1227
131301,PSN,5
131302,BE,8
131302,CDSPP,297
131302,MPT,2
131302,PCPPEV,14
131302,PCTPMRPP,3
131302,PH,7
131302,POUS,0
131302,PPDPSD,1223
131302,PPM,8
131302,PS,534
131302,PSN,2
131303,BE,16
131303,CDSPP,162
131303,MPT,1
131303,PCPPEV,55
131303,PCTPMRPP,8
131303,PH,5
131303,POUS,0
131303,PPDPSD,651
131303,PPM,6
131303,PS,484
131303,PSN,8
131304,BE,5
131304,CDSPP,95
131304,MPT,0
131304,PCPPEV,40
131304,PCTPMRPP,4
131304,PH,3
131304,POUS,0
131304,PPDPSD,358
131304,PPM,3
131304,PS,506
131304,PSN,5
131305,BE,7
131305,CDSPP,177
131305,MPT,2
131305,PCPPEV,12
131305,PCTPMRPP,2
131305,PH,1
131305,POUS,0
131305,PPDPSD,673
131305,PPM,3
131305,PS,468
131305,PSN,2
131306,BE,10
131306,CDSPP,127
131306,MPT,5
131306,PCPPEV,41
131306,PCTPMRPP,10
131306,PH,1
131306,POUS,0
131306,PPDPSD,739
131306,PPM,2
131306,PS,565
131306,PSN,1
131307,BE,1
131307,CDSPP,246
131307,MPT,1
131307,PCPPEV,7
131307,PCTPMRPP,2
131307,PH,2
131307,POUS,1
131307,PPDPSD,509
131307,PPM,1
131307,PS,305
131307,PSN,4
131308,BE,10
131308,CDSPP,113
131308,MPT,2
131308,PCPPEV,18
131308,PCTPMRPP,6
131308,PH,4
131308,POUS,2
131308,PPDPSD,516
131308,PPM,1
131308,PS,234
131308,PSN,1
131309,BE,7
131309,CDSPP,157
131309,MPT,1
131309,PCPPEV,9
131309,PCTPMRPP,4
131309,PH,3
131309,POUS,0
131309,PPDPSD,555
131309,PPM,3
131309,PS,222
131309,PSN,5
131310,BE,432
131310,CDSPP,1938
131310,MPT,39
131310,PCPPEV,904
131310,PCTPMRPP,59
131310,PH,18
131310,POUS,3
131310,PPDPSD,5315
131310,PPM,35
131310,PS,5636
131310,PSN,18
131311,BE,3
131311,CDSPP,185
131311,MPT,2
131311,PCPPEV,10
131311,PCTPMRPP,3
131311,PH,1
131311,POUS,1
131311,PPDPSD,680
131311,PPM,3
131311,PS,337
131311,PSN,5
131312,BE,4
131312,CDSPP,115
131312,MPT,2
131312,PCPPEV,19
131312,PCTPMRPP,2
131312,PH,5
131312,POUS,0
131312,PPDPSD,661
131312,PPM,2
131312,PS,428
131312,PSN,1
131401,BE,6
131401,CDSPP,41
131401,MPT,1
131401,PCPPEV,8
131401,PCTPMRPP,2
131401,PH,3
131401,POUS,0
131401,PPDPSD,442
131401,PPM,1
131401,PS,350
131401,PSN,4
131402,BE,8
131402,CDSPP,84
131402,MPT,3
131402,PCPPEV,26
131402,PCTPMRPP,4
131402,PH,5
131402,POUS,1
131402,PPDPSD,496
131402,PPM,2
131402,PS,521
131402,PSN,2
131404,BE,28
131404,CDSPP,90
131404,MPT,3
131404,PCPPEV,49
131404,PCTPMRPP,3
131404,PH,2
131404,POUS,2
131404,PPDPSD,493
131404,PPM,8
131404,PS,860
131404,PSN,4
131405,BE,84
131405,CDSPP,387
131405,MPT,8
131405,PCPPEV,302
131405,PCTPMRPP,26
131405,PH,11
131405,POUS,4
131405,PPDPSD,1359
131405,PPM,17
131405,PS,2544
131405,PSN,10
131406,BE,11
131406,CDSPP,77
131406,MPT,2
131406,PCPPEV,35
131406,PCTPMRPP,12
131406,PH,6
131406,POUS,1
131406,PPDPSD,361
131406,PPM,4
131406,PS,768
131406,PSN,8
131407,BE,7
131407,CDSPP,56
131407,MPT,1
131407,PCPPEV,17
131407,PCTPMRPP,3
131407,PH,1
131407,POUS,1
131407,PPDPSD,164
131407,PPM,0
131407,PS,308
131407,PSN,4
131410,BE,5
131410,CDSPP,24
131410,MPT,0
131410,PCPPEV,10
131410,PCTPMRPP,3
131410,PH,0
131410,POUS,1
131410,PPDPSD,107
131410,PPM,2
131410,PS,277
131410,PSN,0
131411,BE,9
131411,CDSPP,56
131411,MPT,3
131411,PCPPEV,24
131411,PCTPMRPP,5
131411,PH,0
131411,POUS,1
131411,PPDPSD,362
131411,PPM,2
131411,PS,540
131411,PSN,0
131412,BE,4
131412,CDSPP,49
131412,MPT,0
131412,PCPPEV,17
131412,PCTPMRPP,0
131412,PH,1
131412,POUS,1
131412,PPDPSD,196
131412,PPM,0
131412,PS,297
131412,PSN,1
131413,BE,17
131413,CDSPP,173
131413,MPT,3
131413,PCPPEV,73
131413,PCTPMRPP,15
131413,PH,2
131413,POUS,4
131413,PPDPSD,635
131413,PPM,5
131413,PS,839
131413,PSN,16
131415,BE,9
131415,CDSPP,47
131415,MPT,1
131415,PCPPEV,30
131415,PCTPMRPP,5
131415,PH,1
131415,POUS,1
131415,PPDPSD,239
131415,PPM,4
131415,PS,433
131415,PSN,1
131416,BE,28
131416,CDSPP,204
131416,MPT,5
131416,PCPPEV,98
131416,PCTPMRPP,12
131416,PH,6
131416,POUS,1
131416,PPDPSD,648
131416,PPM,17
131416,PS,1280
131416,PSN,7
131417,BE,2
131417,CDSPP,44
131417,MPT,1
131417,PCPPEV,22
131417,PCTPMRPP,3
131417,PH,0
131417,POUS,1
131417,PPDPSD,178
131417,PPM,2
131417,PS,313
131417,PSN,5
131418,BE,5
131418,CDSPP,64
131418,MPT,1
131418,PCPPEV,9
131418,PCTPMRPP,8
131418,PH,2
131418,POUS,1
131418,PPDPSD,403
131418,PPM,6
131418,PS,351
131418,PSN,1
131419,BE,10
131419,CDSPP,85
131419,MPT,2
131419,PCPPEV,201
131419,PCTPMRPP,25
131419,PH,5
131419,POUS,6
131419,PPDPSD,551
131419,PPM,7
131419,PS,1181
131419,PSN,7
131420,BE,33
131420,CDSPP,126
131420,MPT,7
131420,PCPPEV,91
131420,PCTPMRPP,15
131420,PH,8
131420,POUS,1
131420,PPDPSD,617
131420,PPM,5
131420,PS,1185
131420,PSN,9
131422,BE,132
131422,CDSPP,655
131422,MPT,13
131422,PCPPEV,347
131422,PCTPMRPP,37
131422,PH,14
131422,POUS,3
131422,PPDPSD,2319
131422,PPM,29
131422,PS,3888
131422,PSN,15
131424,BE,4
131424,CDSPP,52
131424,MPT,3
131424,PCPPEV,86
131424,PCTPMRPP,17
131424,PH,1
131424,POUS,1
131424,PPDPSD,272
131424,PPM,4
131424,PS,678
131424,PSN,2
131426,BE,15
131426,CDSPP,156
131426,MPT,3
131426,PCPPEV,147
131426,PCTPMRPP,23
131426,PH,3
131426,POUS,6
131426,PPDPSD,567
131426,PPM,7
131426,PS,1227
131426,PSN,6
131427,BE,5
131427,CDSPP,36
131427,MPT,2
131427,PCPPEV,33
131427,PCTPMRPP,6
131427,PH,3
131427,POUS,0
131427,PPDPSD,167
131427,PPM,5
131427,PS,443
131427,PSN,1
131429,BE,4
131429,CDSPP,41
131429,MPT,3
131429,PCPPEV,32
131429,PCTPMRPP,9
131429,PH,1
131429,POUS,0
131429,PPDPSD,131
131429,PPM,0
131429,PS,361
131429,PSN,3
131430,BE,18
131430,CDSPP,216
131430,MPT,4
131430,PCPPEV,167
131430,PCTPMRPP,21
131430,PH,10
131430,POUS,0
131430,PPDPSD,621
131430,PPM,9
131430,PS,1288
131430,PSN,10
131431,BE,8
131431,CDSPP,56
131431,MPT,0
131431,PCPPEV,26
131431,PCTPMRPP,4
131431,PH,5
131431,POUS,0
131431,PPDPSD,292
131431,PPM,3
131431,PS,641
131431,PSN,7
131432,BE,7
131432,CDSPP,81
131432,MPT,2
131432,PCPPEV,339
131432,PCTPMRPP,31
131432,PH,13
131432,POUS,2
131432,PPDPSD,336
131432,PPM,4
131432,PS,1105
131432,PSN,8
131501,BE,77
131501,CDSPP,348
131501,MPT,16
131501,PCPPEV,313
131501,PCTPMRPP,39
131501,PH,8
131501,POUS,7
131501,PPDPSD,2221
131501,PPM,16
131501,PS,3343
131501,PSN,11
131502,BE,29
131502,CDSPP,112
131502,MPT,3
131502,PCPPEV,853
131502,PCTPMRPP,51
131502,PH,6
131502,POUS,5
131502,PPDPSD,869
131502,PPM,10
131502,PS,2090
131502,PSN,8
131503,BE,627
131503,CDSPP,1265
131503,MPT,68
131503,PCPPEV,1294
131503,PCTPMRPP,98
131503,PH,42
131503,POUS,7
131503,PPDPSD,6606
131503,PPM,56
131503,PS,10933
131503,PSN,42
131504,BE,16
131504,CDSPP,227
131504,MPT,5
131504,PCPPEV,106
131504,PCTPMRPP,18
131504,PH,10
131504,POUS,6
131504,PPDPSD,1722
131504,PPM,9
131504,PS,1202
131504,PSN,9
131505,BE,153
131505,CDSPP,572
131505,MPT,22
131505,PCPPEV,548
131505,PCTPMRPP,48
131505,PH,14
131505,POUS,3
131505,PPDPSD,2449
131505,PPM,18
131505,PS,4299
131505,PSN,15
131601,BE,3
131601,CDSPP,121
131601,MPT,0
131601,PCPPEV,10
131601,PCTPMRPP,2
131601,PH,1
131601,POUS,0
131601,PPDPSD,279
131601,PPM,1
131601,PS,180
131601,PSN,2
131602,BE,48
131602,CDSPP,155
131602,MPT,9
131602,PCPPEV,146
131602,PCTPMRPP,18
131602,PH,4
131602,POUS,1
131602,PPDPSD,638
131602,PPM,3
131602,PS,1072
131602,PSN,5
131603,BE,12
131603,CDSPP,35
131603,MPT,0
131603,PCPPEV,24
131603,PCTPMRPP,5
131603,PH,1
131603,POUS,2
131603,PPDPSD,225
131603,PPM,2
131603,PS,482
131603,PSN,3
131604,BE,14
131604,CDSPP,71
131604,MPT,4
131604,PCPPEV,107
131604,PCTPMRPP,7
131604,PH,2
131604,POUS,1
131604,PPDPSD,216
131604,PPM,2
131604,PS,561
131604,PSN,4
131605,BE,1
131605,CDSPP,88
131605,MPT,0
131605,PCPPEV,21
131605,PCTPMRPP,1
131605,PH,4
131605,POUS,0
131605,PPDPSD,376
131605,PPM,1
131605,PS,455
131605,PSN,1
131606,BE,8
131606,CDSPP,28
131606,MPT,0
131606,PCPPEV,13
131606,PCTPMRPP,2
131606,PH,4
131606,POUS,0
131606,PPDPSD,175
131606,PPM,1
131606,PS,310
131606,PSN,1
131607,BE,14
131607,CDSPP,40
131607,MPT,3
131607,PCPPEV,34
131607,PCTPMRPP,3
131607,PH,0
131607,POUS,0
131607,PPDPSD,305
131607,PPM,5
131607,PS,373
131607,PSN,2
131608,BE,0
131608,CDSPP,21
131608,MPT,0
131608,PCPPEV,3
131608,PCTPMRPP,0
131608,PH,0
131608,POUS,0
131608,PPDPSD,117
131608,PPM,0
131608,PS,218
131608,PSN,0
131609,BE,8
131609,CDSPP,58
131609,MPT,2
131609,PCPPEV,14
131609,PCTPMRPP,1
131609,PH,2
131609,POUS,1
131609,PPDPSD,264
131609,PPM,5
131609,PS,400
131609,PSN,2
131610,BE,10
131610,CDSPP,47
131610,MPT,2
131610,PCPPEV,18
131610,PCTPMRPP,4
131610,PH,1
131610,POUS,1
131610,PPDPSD,256
131610,PPM,2
131610,PS,614
131610,PSN,5
131611,BE,26
131611,CDSPP,74
131611,MPT,1
131611,PCPPEV,35
131611,PCTPMRPP,5
131611,PH,3
131611,POUS,1
131611,PPDPSD,418
131611,PPM,2
131611,PS,746
131611,PSN,1
131612,BE,7
131612,CDSPP,74
131612,MPT,3
131612,PCPPEV,15
131612,PCTPMRPP,3
131612,PH,3
131612,POUS,0
131612,PPDPSD,538
131612,PPM,1
131612,PS,684
131612,PSN,2
131613,BE,8
131613,CDSPP,56
131613,MPT,1
131613,PCPPEV,56
131613,PCTPMRPP,4
131613,PH,4
131613,POUS,1
131613,PPDPSD,389
131613,PPM,1
131613,PS,792
131613,PSN,7
131614,BE,18
131614,CDSPP,52
131614,MPT,1
131614,PCPPEV,30
131614,PCTPMRPP,3
131614,PH,2
131614,POUS,1
131614,PPDPSD,389
131614,PPM,4
131614,PS,504
131614,PSN,5
131615,BE,9
131615,CDSPP,28
131615,MPT,1
131615,PCPPEV,13
131615,PCTPMRPP,3
131615,PH,4
131615,POUS,0
131615,PPDPSD,212
131615,PPM,3
131615,PS,390
131615,PSN,2
131616,BE,36
131616,CDSPP,160
131616,MPT,1
131616,PCPPEV,70
131616,PCTPMRPP,11
131616,PH,5
131616,POUS,2
131616,PPDPSD,683
131616,PPM,5
131616,PS,740
131616,PSN,5
131617,BE,14
131617,CDSPP,72
131617,MPT,2
131617,PCPPEV,51
131617,PCTPMRPP,5
131617,PH,3
131617,POUS,0
131617,PPDPSD,316
131617,PPM,2
131617,PS,658
131617,PSN,2
131618,BE,16
131618,CDSPP,34
131618,MPT,1
131618,PCPPEV,21
131618,PCTPMRPP,1
131618,PH,0
131618,POUS,0
131618,PPDPSD,226
131618,PPM,2
131618,PS,309
131618,PSN,1
131619,BE,1
131619,CDSPP,16
131619,MPT,0
131619,PCPPEV,5
131619,PCTPMRPP,0
131619,PH,1
131619,POUS,0
131619,PPDPSD,136
131619,PPM,0
131619,PS,101
131619,PSN,0
131620,BE,1
131620,CDSPP,16
131620,MPT,0
131620,PCPPEV,8
131620,PCTPMRPP,2
131620,PH,0
131620,POUS,0
131620,PPDPSD,73
131620,PPM,0
131620,PS,134
131620,PSN,0
131621,BE,4
131621,CDSPP,30
131621,MPT,2
131621,PCPPEV,53
131621,PCTPMRPP,4
131621,PH,3
131621,POUS,0
131621,PPDPSD,197
131621,PPM,1
131621,PS,306
131621,PSN,3
131622,BE,2
131622,CDSPP,122
131622,MPT,1
131622,PCPPEV,19
131622,PCTPMRPP,4
131622,PH,5
131622,POUS,0
131622,PPDPSD,365
131622,PPM,3
131622,PS,486
131622,PSN,3
131623,BE,2
131623,CDSPP,27
131623,MPT,2
131623,PCPPEV,21
131623,PCTPMRPP,1
131623,PH,1
131623,POUS,0
131623,PPDPSD,174
131623,PPM,3
131623,PS,260
131623,PSN,2
131624,BE,8
131624,CDSPP,41
131624,MPT,0
131624,PCPPEV,21
131624,PCTPMRPP,6
131624,PH,3
131624,POUS,0
131624,PPDPSD,330
131624,PPM,2
131624,PS,334
131624,PSN,1
131625,BE,3
131625,CDSPP,53
131625,MPT,2
131625,PCPPEV,16
131625,PCTPMRPP,3
131625,PH,1
131625,POUS,0
131625,PPDPSD,319
131625,PPM,4
131625,PS,404
131625,PSN,1
131626,BE,8
131626,CDSPP,44
131626,MPT,0
131626,PCPPEV,18
131626,PCTPMRPP,6
131626,PH,1
131626,POUS,0
131626,PPDPSD,270
131626,PPM,1
131626,PS,356
131626,PSN,4
131627,BE,26
131627,CDSPP,119
131627,MPT,2
131627,PCPPEV,37
131627,PCTPMRPP,10
131627,PH,0
131627,POUS,3
131627,PPDPSD,653
131627,PPM,6
131627,PS,753
131627,PSN,0
131628,BE,285
131628,CDSPP,877
131628,MPT,23
131628,PCPPEV,727
131628,PCTPMRPP,64
131628,PH,19
131628,POUS,7
131628,PPDPSD,3195
131628,PPM,32
131628,PS,6492
131628,PSN,21
131629,BE,12
131629,CDSPP,50
131629,MPT,6
131629,PCPPEV,51
131629,PCTPMRPP,7
131629,PH,2
131629,POUS,0
131629,PPDPSD,329
131629,PPM,6
131629,PS,540
131629,PSN,2
131630,BE,23
131630,CDSPP,91
131630,MPT,1
131630,PCPPEV,71
131630,PCTPMRPP,7
131630,PH,5
131630,POUS,2
131630,PPDPSD,421
131630,PPM,5
131630,PS,803
131630,PSN,3
131701,BE,133
131701,CDSPP,708
131701,MPT,14
131701,PCPPEV,332
131701,PCTPMRPP,25
131701,PH,19
131701,POUS,3
131701,PPDPSD,2286
131701,PPM,21
131701,PS,2760
131701,PSN,8
131702,BE,96
131702,CDSPP,350
131702,MPT,9
131702,PCPPEV,696
131702,PCTPMRPP,70
131702,PH,9
131702,POUS,8
131702,PPDPSD,1417
131702,PPM,11
131702,PS,3098
131702,PSN,11
131703,BE,83
131703,CDSPP,366
131703,MPT,7
131703,PCPPEV,237
131703,PCTPMRPP,30
131703,PH,10
131703,POUS,3
131703,PPDPSD,1481
131703,PPM,11
131703,PS,2656
131703,PSN,11
131704,BE,299
131704,CDSPP,571
131704,MPT,37
131704,PCPPEV,990
131704,PCTPMRPP,70
131704,PH,30
131704,POUS,9
131704,PPDPSD,2571
131704,PPM,28
131704,PS,6494
131704,PSN,11
131705,BE,32
131705,CDSPP,159
131705,MPT,0
131705,PCPPEV,103
131705,PCTPMRPP,10
131705,PH,5
131705,POUS,1
131705,PPDPSD,683
131705,PPM,4
131705,PS,859
131705,PSN,4
131706,BE,61
131706,CDSPP,306
131706,MPT,10
131706,PCPPEV,235
131706,PCTPMRPP,26
131706,PH,12
131706,POUS,3
131706,PPDPSD,2068
131706,PPM,12
131706,PS,2482
131706,PSN,9
131707,BE,107
131707,CDSPP,421
131707,MPT,28
131707,PCPPEV,224
131707,PCTPMRPP,20
131707,PH,10
131707,POUS,3
131707,PPDPSD,1305
131707,PPM,8
131707,PS,2025
131707,PSN,7
131708,BE,16
131708,CDSPP,133
131708,MPT,2
131708,PCPPEV,73
131708,PCTPMRPP,9
131708,PH,5
131708,POUS,1
131708,PPDPSD,851
131708,PPM,6
131708,PS,764
131708,PSN,3
131709,BE,104
131709,CDSPP,300
131709,MPT,18
131709,PCPPEV,380
131709,PCTPMRPP,25
131709,PH,17
131709,POUS,2
131709,PPDPSD,1224
131709,PPM,11
131709,PS,2884
131709,PSN,11
131710,BE,962
131710,CDSPP,1670
131710,MPT,81
131710,PCPPEV,1483
131710,PCTPMRPP,75
131710,PH,41
131710,POUS,13
131710,PPDPSD,7166
131710,PPM,57
131710,PS,8821
131710,PSN,15
131711,BE,29
131711,CDSPP,527
131711,MPT,5
131711,PCPPEV,160
131711,PCTPMRPP,16
131711,PH,7
131711,POUS,2
131711,PPDPSD,987
131711,PPM,6
131711,PS,1453
131711,PSN,6
131712,BE,275
131712,CDSPP,765
131712,MPT,26
131712,PCPPEV,1199
131712,PCTPMRPP,87
131712,PH,19
131712,POUS,7
131712,PPDPSD,3285
131712,PPM,32
131712,PS,6775
131712,PSN,21
131713,BE,153
131713,CDSPP,656
131713,MPT,22
131713,PCPPEV,500
131713,PCTPMRPP,58
131713,PH,20
131713,POUS,9
131713,PPDPSD,2979
131713,PPM,25
131713,PS,5162
131713,PSN,12
131714,BE,44
131714,CDSPP,236
131714,MPT,9
131714,PCPPEV,130
131714,PCTPMRPP,9
131714,PH,6
131714,POUS,3
131714,PPDPSD,1138
131714,PPM,6
131714,PS,1360
131714,PSN,7
131715,BE,32
131715,CDSPP,334
131715,MPT,6
131715,PCPPEV,87
131715,PCTPMRPP,10
131715,PH,6
131715,POUS,1
131715,PPDPSD,1470
131715,PPM,15
131715,PS,1376
131715,PSN,4
131716,BE,565
131716,CDSPP,1013
131716,MPT,33
131716,PCPPEV,1481
131716,PCTPMRPP,72
131716,PH,38
131716,POUS,5
131716,PPDPSD,4253
131716,PPM,37
131716,PS,7651
131716,PSN,23
131717,BE,63
131717,CDSPP,401
131717,MPT,11
131717,PCPPEV,246
131717,PCTPMRPP,30
131717,PH,15
131717,POUS,3
131717,PPDPSD,1914
131717,PPM,12
131717,PS,2802
131717,PSN,11
131718,BE,28
131718,CDSPP,61
131718,MPT,3
131718,PCPPEV,136
131718,PCTPMRPP,10
131718,PH,3
131718,POUS,0
131718,PPDPSD,343
131718,PPM,3
131718,PS,1072
131718,PSN,2
131719,BE,10
131719,CDSPP,61
131719,MPT,8
131719,PCPPEV,53
131719,PCTPMRPP,2
131719,PH,3
131719,POUS,0
131719,PPDPSD,414
131719,PPM,3
131719,PS,507
131719,PSN,1
131720,BE,8
131720,CDSPP,54
131720,MPT,1
131720,PCPPEV,16
131720,PCTPMRPP,5
131720,PH,0
131720,POUS,0
131720,PPDPSD,231
131720,PPM,2
131720,PS,254
131720,PSN,2
131721,BE,41
131721,CDSPP,231
131721,MPT,4
131721,PCPPEV,180
131721,PCTPMRPP,19
131721,PH,9
131721,POUS,2
131721,PPDPSD,1200
131721,PPM,8
131721,PS,1644
131721,PSN,4
131722,BE,133
131722,CDSPP,318
131722,MPT,14
131722,PCPPEV,447
131722,PCTPMRPP,32
131722,PH,19
131722,POUS,3
131722,PPDPSD,1424
131722,PPM,20
131722,PS,2512
131722,PSN,12
131723,BE,189
131723,CDSPP,397
131723,MPT,19
131723,PCPPEV,604
131723,PCTPMRPP,38
131723,PH,14
131723,POUS,7
131723,PPDPSD,1878
131723,PPM,25
131723,PS,3657
131723,PSN,8
131724,BE,163
131724,CDSPP,405
131724,MPT,20
131724,PCPPEV,464
131724,PCTPMRPP,42
131724,PH,14
131724,POUS,4
131724,PPDPSD,1757
131724,PPM,29
131724,PS,3179
131724,PSN,12
131801,BE,8
131801,CDSPP,102
131801,MPT,0
131801,PCPPEV,20
131801,PCTPMRPP,7
131801,PH,4
131801,POUS,0
131801,PPDPSD,781
131801,PPM,6
131801,PS,738
131801,PSN,5
131802,BE,36
131802,CDSPP,414
131802,MPT,5
131802,PCPPEV,88
131802,PCTPMRPP,16
131802,PH,8
131802,POUS,4
131802,PPDPSD,1632
131802,PPM,13
131802,PS,1639
131802,PSN,8
131803,BE,114
131803,CDSPP,649
131803,MPT,14
131803,PCPPEV,300
131803,PCTPMRPP,33
131803,PH,15
131803,POUS,1
131803,PPDPSD,3190
131803,PPM,14
131803,PS,3037
131803,PSN,10
131804,BE,15
131804,CDSPP,121
131804,MPT,2
131804,PCPPEV,77
131804,PCTPMRPP,4
131804,PH,5
131804,POUS,0
131804,PPDPSD,730
131804,PPM,4
131804,PS,1040
131804,PSN,5
131805,BE,28
131805,CDSPP,108
131805,MPT,4
131805,PCPPEV,105
131805,PCTPMRPP,4
131805,PH,7
131805,POUS,1
131805,PPDPSD,617
131805,PPM,4
131805,PS,853
131805,PSN,7
131806,BE,2
131806,CDSPP,52
131806,MPT,1
131806,PCPPEV,17
131806,PCTPMRPP,2
131806,PH,3
131806,POUS,0
131806,PPDPSD,375
131806,PPM,2
131806,PS,364
131806,PSN,4
131807,BE,1
131807,CDSPP,54
131807,MPT,1
131807,PCPPEV,63
131807,PCTPMRPP,12
131807,PH,1
131807,POUS,2
131807,PPDPSD,315
131807,PPM,3
131807,PS,458
131807,PSN,2
131808,BE,12
131808,CDSPP,145
131808,MPT,1
131808,PCPPEV,18
131808,PCTPMRPP,3
131808,PH,2
131808,POUS,1
131808,PPDPSD,484
131808,PPM,4
131808,PS,389
131808,PSN,3
140101,BE,1
140101,CDSPP,12
140101,MPT,0
140101,PCPPEV,5
140101,PCTPMRPP,0
140101,PPDPSD,374
140101,PS,74
140101,PSN,8
140102,BE,47
140102,CDSPP,219
140102,MPT,12
140102,PCPPEV,151
140102,PCTPMRPP,22
140102,PPDPSD,519
140102,PS,1183
140102,PSN,8
140103,BE,15
140103,CDSPP,85
140103,MPT,5
140103,PCPPEV,65
140103,PCTPMRPP,10
140103,PPDPSD,256
140103,PS,607
140103,PSN,7
140104,BE,19
140104,CDSPP,53
140104,MPT,11
140104,PCPPEV,142
140104,PCTPMRPP,27
140104,PPDPSD,195
140104,PS,694
140104,PSN,4
140105,BE,4
140105,CDSPP,58
140105,MPT,1
140105,PCPPEV,4
140105,PCTPMRPP,12
140105,PPDPSD,151
140105,PS,150
140105,PSN,1
140106,BE,19
140106,CDSPP,90
140106,MPT,5
140106,PCPPEV,150
140106,PCTPMRPP,29
140106,PPDPSD,326
140106,PS,638
140106,PSN,8
140107,BE,17
140107,CDSPP,65
140107,MPT,6
140107,PCPPEV,176
140107,PCTPMRPP,32
140107,PPDPSD,188
140107,PS,916
140107,PSN,0
140108,BE,9
140108,CDSPP,83
140108,MPT,5
140108,PCPPEV,65
140108,PCTPMRPP,17
140108,PPDPSD,169
140108,PS,451
140108,PSN,5
140109,BE,35
140109,CDSPP,112
140109,MPT,5
140109,PCPPEV,129
140109,PCTPMRPP,12
140109,PPDPSD,298
140109,PS,844
140109,PSN,1
140110,BE,28
140110,CDSPP,18
140110,MPT,10
140110,PCPPEV,117
140110,PCTPMRPP,13
140110,PPDPSD,112
140110,PS,377
140110,PSN,4
140111,BE,43
140111,CDSPP,102
140111,MPT,4
140111,PCPPEV,86
140111,PCTPMRPP,8
140111,PPDPSD,332
140111,PS,578
140111,PSN,1
140112,BE,29
140112,CDSPP,87
140112,MPT,3
140112,PCPPEV,226
140112,PCTPMRPP,28
140112,PPDPSD,323
140112,PS,1056
140112,PSN,9
140113,BE,193
140113,CDSPP,384
140113,MPT,23
140113,PCPPEV,340
140113,PCTPMRPP,56
140113,PPDPSD,1351
140113,PS,2445
140113,PSN,9
140114,BE,8
140114,CDSPP,28
140114,MPT,0
140114,PCPPEV,12
140114,PCTPMRPP,5
140114,PPDPSD,216
140114,PS,141
140114,PSN,4
140115,BE,91
140115,CDSPP,109
140115,MPT,12
140115,PCPPEV,316
140115,PCTPMRPP,32
140115,PPDPSD,381
140115,PS,1377
140115,PSN,5
140116,BE,5
140116,CDSPP,10
140116,MPT,1
140116,PCPPEV,60
140116,PCTPMRPP,14
140116,PPDPSD,59
140116,PS,280
140116,PSN,4
140117,BE,5
140117,CDSPP,19
140117,MPT,3
140117,PCPPEV,30
140117,PCTPMRPP,2
140117,PPDPSD,26
140117,PS,275
140117,PSN,2
140118,BE,5
140118,CDSPP,36
140118,MPT,3
140118,PCPPEV,9
140118,PCTPMRPP,1
140118,PPDPSD,206
140118,PS,193
140118,PSN,3
140119,BE,5
140119,CDSPP,36
140119,MPT,1
140119,PCPPEV,15
140119,PCTPMRPP,2
140119,PPDPSD,219
140119,PS,298
140119,PSN,5
140201,BE,49
140201,CDSPP,271
