FREGUESIA,PARTIDO,VOTOS
130614,PPM,3
130614,PS,442
130614,PSN,3
130615,BE,184
130615,CDSPP,528
130615,MPT,20
130615,PCPPEV,320
130615,PCTPMRPP,27
130615,PH,9
130615,POUS,6
130615,PPDPSD,2128
130615,PPM,15
130615,PS,2557
130615,PSN,6
130616,BE,61
130616,CDSPP,182
130616,MPT,3
130616,PCPPEV,134
130616,PCTPMRPP,8
130616,PH,5
130616,POUS,1
130616,PPDPSD,789
130616,PPM,5
130616,PS,1200
130616,PSN,4
130617,BE,158
130617,CDSPP,372
130617,MPT,12
130617,PCPPEV,581
130617,PCTPMRPP,26
130617,PH,13
130617,POUS,2
130617,PPDPSD,1779
130617,PPM,16
130617,PS,3154
130617,PSN,9
130701,BE,11
130701,CDSPP,141
130701,MPT,2
130701,PCPPEV,21
130701,PCTPMRPP,9
130701,PH,7
130701,POUS,5
130701,PPDPSD,914
130701,PPM,11
130701,PS,729
130701,PSN,9
130702,BE,12
130702,CDSPP,76
130702,MPT,1
130702,PCPPEV,10
130702,PCTPMRPP,1
130702,PH,0
130702,POUS,2
130702,PPDPSD,269
130702,PPM,1
130702,PS,229
130702,PSN,4
130703,BE,8
130703,CDSPP,50
130703,MPT,1
130703,PCPPEV,7
130703,PCTPMRPP,2
130703,PH,3
130703,POUS,0
130703,PPDPSD,200
130703,PPM,4
130703,PS,223
130703,PSN,4
130704,BE,4
130704,CDSPP,61
130704,MPT,2
130704,PCPPEV,15
130704,PCTPMRPP,1
130704,PH,3
130704,POUS,1
130704,PPDPSD,156
130704,PPM,1
130704,PS,401
130704,PSN,3
130705,BE,3
130705,CDSPP,82
130705,MPT,1
130705,PCPPEV,25
130705,PCTPMRPP,0
130705,PH,2
130705,POUS,0
130705,PPDPSD,233
130705,PPM,2
130705,PS,488
130705,PSN,1
130706,BE,8
130706,CDSPP,52
130706,MPT,1
130706,PCPPEV,10
130706,PCTPMRPP,1
130706,PH,4
130706,POUS,2
130706,PPDPSD,172
130706,PPM,4
130706,PS,224
130706,PSN,4
130707,BE,1
130707,CDSPP,41
130707,MPT,0
130707,PCPPEV,2
130707,PCTPMRPP,3
130707,PH,2
130707,POUS,1
130707,PPDPSD,94
130707,PPM,3
130707,PS,139
130707,PSN,4
130708,BE,43
130708,CDSPP,119
130708,MPT,4
130708,PCPPEV,65
130708,PCTPMRPP,6
130708,PH,3
130708,POUS,2
130708,PPDPSD,524
130708,PPM,4
130708,PS,833
130708,PSN,4
130709,BE,4
130709,CDSPP,38
130709,MPT,1
130709,PCPPEV,4
130709,PCTPMRPP,5
130709,PH,1
130709,POUS,2
130709,PPDPSD,118
130709,PPM,0
130709,PS,167
130709,PSN,2
130710,BE,2
130710,CDSPP,42
130710,MPT,0
130710,PCPPEV,4
130710,PCTPMRPP,1
130710,PH,0
130710,POUS,1
130710,PPDPSD,147
130710,PPM,1
130710,PS,185
130710,PSN,1
130711,BE,0
130711,CDSPP,25
130711,MPT,1
130711,PCPPEV,6
130711,PCTPMRPP,0
130711,PH,1
130711,POUS,2
130711,PPDPSD,67
130711,PPM,1
130711,PS,129
130711,PSN,1
130712,BE,1
130712,CDSPP,19
130712,MPT,1
130712,PCPPEV,5
130712,PCTPMRPP,1
130712,PH,2
130712,POUS,0
130712,PPDPSD,71
130712,PPM,0
130712,PS,77
130712,PSN,1
130713,BE,0
130713,CDSPP,0
130713,MPT,0
130713,PCPPEV,0
130713,PCTPMRPP,0
130713,PH,0
130713,POUS,0
130713,PPDPSD,0
130713,PPM,0
130713,PS,0
130713,PSN,0
130714,BE,7
130714,CDSPP,87
130714,MPT,1
130714,PCPPEV,27
130714,PCTPMRPP,6
130714,PH,2
130714,POUS,0
130714,PPDPSD,141
130714,PPM,0
130714,PS,322
130714,PSN,2
130715,BE,1
130715,CDSPP,0
130715,MPT,0
130715,PCPPEV,1
130715,PCTPMRPP,0
130715,PH,0
130715,POUS,0
130715,PPDPSD,5
130715,PPM,0
130715,PS,10
130715,PSN,0
130716,BE,4
130716,CDSPP,44
130716,MPT,1
130716,PCPPEV,25
130716,PCTPMRPP,0
130716,PH,4
130716,POUS,1
130716,PPDPSD,220
130716,PPM,1
130716,PS,480
130716,PSN,5
130717,BE,0
130717,CDSPP,26
130717,MPT,1
130717,PCPPEV,3
130717,PCTPMRPP,1
130717,PH,0
130717,POUS,0
130717,PPDPSD,45
130717,PPM,0
130717,PS,38
130717,PSN,2
130718,BE,0
130718,CDSPP,0
130718,MPT,0
130718,PCPPEV,0
130718,PCTPMRPP,0
130718,PH,0
130718,POUS,0
130718,PPDPSD,0
130718,PPM,0
130718,PS,0
130718,PSN,0
130719,BE,7
130719,CDSPP,28
130719,MPT,1
130719,PCPPEV,84
130719,PCTPMRPP,2
130719,PH,3
130719,POUS,0
130719,PPDPSD,167
130719,PPM,0
130719,PS,594
130719,PSN,2
130720,BE,3
130720,CDSPP,30
130720,MPT,0
130720,PCPPEV,2
130720,PCTPMRPP,0
130720,PH,0
130720,POUS,1
130720,PPDPSD,201
130720,PPM,0
130720,PS,140
130720,PSN,3
130721,BE,2
130721,CDSPP,20
130721,MPT,0
130721,PCPPEV,9
130721,PCTPMRPP,2
130721,PH,1
130721,POUS,2
130721,PPDPSD,50
130721,PPM,1
130721,PS,119
130721,PSN,1
130722,BE,7
130722,CDSPP,129
130722,MPT,4
130722,PCPPEV,32
130722,PCTPMRPP,10
130722,PH,4
130722,POUS,1
130722,PPDPSD,417
130722,PPM,8
130722,PS,913
130722,PSN,16
130723,BE,3
130723,CDSPP,37
130723,MPT,0
130723,PCPPEV,8
130723,PCTPMRPP,2
130723,PH,0
130723,POUS,0
130723,PPDPSD,147
130723,PPM,0
130723,PS,355
130723,PSN,5
130724,BE,5
130724,CDSPP,82
130724,MPT,3
130724,PCPPEV,9
130724,PCTPMRPP,4
130724,PH,2
130724,POUS,2
130724,PPDPSD,288
130724,PPM,4
130724,PS,308
130724,PSN,6
130725,BE,1
130725,CDSPP,12
130725,MPT,0
130725,PCPPEV,33
130725,PCTPMRPP,4
130725,PH,0
130725,POUS,2
130725,PPDPSD,148
130725,PPM,0
130725,PS,257
130725,PSN,1
130726,BE,7
130726,CDSPP,20
130726,MPT,0
130726,PCPPEV,68
130726,PCTPMRPP,4
130726,PH,2
130726,POUS,0
130726,PPDPSD,67
130726,PPM,0
130726,PS,255
130726,PSN,0
130727,BE,17
130727,CDSPP,124
130727,MPT,0
130727,PCPPEV,39
130727,PCTPMRPP,8
130727,PH,3
130727,POUS,0
130727,PPDPSD,372
130727,PPM,2
130727,PS,524
130727,PSN,6
130728,BE,5
130728,CDSPP,81
130728,MPT,1
130728,PCPPEV,10
130728,PCTPMRPP,1
130728,PH,3
130728,POUS,0
130728,PPDPSD,530
130728,PPM,1
130728,PS,235
130728,PSN,1
130729,BE,3
130729,CDSPP,66
130729,MPT,2
130729,PCPPEV,21
130729,PCTPMRPP,4
130729,PH,9
130729,POUS,1
130729,PPDPSD,406
130729,PPM,4
130729,PS,464
130729,PSN,2
130730,BE,1
130730,CDSPP,133
130730,MPT,2
130730,PCPPEV,10
130730,PCTPMRPP,1
130730,PH,3
130730,POUS,2
130730,PPDPSD,570
130730,PPM,3
130730,PS,373
130730,PSN,9
130731,BE,8
130731,CDSPP,156
130731,MPT,3
130731,PCPPEV,33
130731,PCTPMRPP,5
130731,PH,5
130731,POUS,0
130731,PPDPSD,748
130731,PPM,7
130731,PS,651
130731,PSN,8
130801,BE,230
130801,CDSPP,509
130801,MPT,16
130801,PCPPEV,690
130801,PCTPMRPP,41
130801,PH,20
130801,POUS,4
130801,PPDPSD,2165
130801,PPM,21
130801,PS,4539
130801,PSN,16
130802,BE,81
130802,CDSPP,249
130802,MPT,7
130802,PCPPEV,390
130802,PCTPMRPP,48
130802,PH,9
130802,POUS,3
130802,PPDPSD,1058
130802,PPM,15
130802,PS,3101
130802,PSN,5
130803,BE,51
130803,CDSPP,312
130803,MPT,10
130803,PCPPEV,201
130803,PCTPMRPP,15
130803,PH,10
130803,POUS,5
130803,PPDPSD,1304
130803,PPM,12
130803,PS,2439
130803,PSN,13
130804,BE,224
130804,CDSPP,455
130804,MPT,19
130804,PCPPEV,695
130804,PCTPMRPP,65
130804,PH,12
130804,POUS,4
130804,PPDPSD,1855
130804,PPM,15
130804,PS,4380
130804,PSN,21
130805,BE,348
130805,CDSPP,768
130805,MPT,29
130805,PCPPEV,570
130805,PCTPMRPP,31
130805,PH,20
130805,POUS,5
130805,PPDPSD,2679
130805,PPM,29
130805,PS,4630
130805,PSN,12
130806,BE,550
130806,CDSPP,1063
130806,MPT,41
130806,PCPPEV,1083
130806,PCTPMRPP,48
130806,PH,23
130806,POUS,5
130806,PPDPSD,4138
130806,PPM,50
130806,PS,9219
130806,PSN,17
130807,BE,121
130807,CDSPP,480
130807,MPT,16
130807,PCPPEV,454
130807,PCTPMRPP,46
130807,PH,9
130807,POUS,3
130807,PPDPSD,1683
130807,PPM,13
130807,PS,3502
130807,PSN,19
130808,BE,44
130808,CDSPP,216
130808,MPT,3
130808,PCPPEV,199
130808,PCTPMRPP,22
130808,PH,8
130808,POUS,5
130808,PPDPSD,706
130808,PPM,4
130808,PS,2038
130808,PSN,7
130809,BE,426
130809,CDSPP,846
130809,MPT,37
130809,PCPPEV,1060
130809,PCTPMRPP,60
130809,PH,25
130809,POUS,6
130809,PPDPSD,3372
130809,PPM,33
130809,PS,6156
130809,PSN,14
130810,BE,657
130810,CDSPP,1023
130810,MPT,40
130810,PCPPEV,1169
130810,PCTPMRPP,62
130810,PH,20
130810,POUS,4
130810,PPDPSD,3405
130810,PPM,37
130810,PS,5913
130810,PSN,14
130901,BE,5
130901,CDSPP,105
130901,MPT,1
130901,PCPPEV,20
130901,PCTPMRPP,4
130901,PH,1
130901,POUS,2
130901,PPDPSD,497
130901,PPM,2
130901,PS,348
130901,PSN,4
130902,BE,6
130902,CDSPP,125
130902,MPT,1
130902,PCPPEV,8
130902,PCTPMRPP,6
130902,PH,7
130902,POUS,1
130902,PPDPSD,908
130902,PPM,13
130902,PS,696
130902,PSN,7
130903,BE,0
130903,CDSPP,32
130903,MPT,1
130903,PCPPEV,13
130903,PCTPMRPP,4
130903,PH,0
130903,POUS,3
130903,PPDPSD,186
130903,PPM,3
130903,PS,177
130903,PSN,0
130904,BE,4
130904,CDSPP,66
130904,MPT,1
130904,PCPPEV,29
130904,PCTPMRPP,2
130904,PH,3
130904,POUS,1
130904,PPDPSD,554
130904,PPM,3
130904,PS,353
130904,PSN,5
130905,BE,1
130905,CDSPP,180
130905,MPT,6
130905,PCPPEV,24
130905,PCTPMRPP,8
130905,PH,3
130905,POUS,2
130905,PPDPSD,792
130905,PPM,1
130905,PS,752
130905,PSN,13
130906,BE,3
130906,CDSPP,69
130906,MPT,0
130906,PCPPEV,15
130906,PCTPMRPP,6
130906,PH,1
130906,POUS,1
130906,PPDPSD,406
130906,PPM,0
130906,PS,582
130906,PSN,3
130907,BE,16
130907,CDSPP,252
130907,MPT,2
130907,PCPPEV,10
130907,PCTPMRPP,6
130907,PH,3
130907,POUS,2
130907,PPDPSD,1120
130907,PPM,18
130907,PS,814
130907,PSN,9
130908,BE,31
130908,CDSPP,159
130908,MPT,5
130908,PCPPEV,529
130908,PCTPMRPP,40
130908,PH,4
130908,POUS,0
130908,PPDPSD,1017
130908,PPM,13
130908,PS,1778
130908,PSN,4
130909,BE,2
130909,CDSPP,68
130909,MPT,0
130909,PCPPEV,15
130909,PCTPMRPP,3
130909,PH,2
130909,POUS,1
130909,PPDPSD,410
130909,PPM,4
130909,PS,414
130909,PSN,2
130910,BE,7
130910,CDSPP,110
130910,MPT,3
130910,PCPPEV,29
130910,PCTPMRPP,1
130910,PH,2
130910,POUS,2
130910,PPDPSD,752
130910,PPM,5
130910,PS,678
130910,PSN,10
130911,BE,4
130911,CDSPP,82
130911,MPT,0
130911,PCPPEV,10
130911,PCTPMRPP,1
130911,PH,3
130911,POUS,1
130911,PPDPSD,320
130911,PPM,2
130911,PS,366
130911,PSN,2
130912,BE,35
130912,CDSPP,279
130912,MPT,2
130912,PCPPEV,41
130912,PCTPMRPP,5
130912,PH,6
130912,POUS,1
130912,PPDPSD,1189
130912,PPM,13
130912,PS,1222
130912,PSN,2
130913,BE,6
130913,CDSPP,153
130913,MPT,1
130913,PCPPEV,26
130913,PCTPMRPP,3
130913,PH,6
130913,POUS,1
130913,PPDPSD,980
130913,PPM,4
130913,PS,535
130913,PSN,3
130914,BE,3
130914,CDSPP,69
130914,MPT,2
130914,PCPPEV,16
130914,PCTPMRPP,4
130914,PH,2
130914,POUS,0
130914,PPDPSD,544
130914,PPM,1
130914,PS,581
130914,PSN,3
130915,BE,4
130915,CDSPP,69
130915,MPT,1
130915,PCPPEV,4
130915,PCTPMRPP,5
130915,PH,3
130915,POUS,1
130915,PPDPSD,518
130915,PPM,18
130915,PS,712
130915,PSN,3
130916,BE,10
130916,CDSPP,147
130916,MPT,3
130916,PCPPEV,10
130916,PCTPMRPP,1
130916,PH,4
130916,POUS,4
130916,PPDPSD,715
130916,PPM,5
130916,PS,551
130916,PSN,5
131001,BE,8
131001,CDSPP,66
131001,MPT,2
131001,PCPPEV,39
131001,PCTPMRPP,4
131001,PH,1
131001,POUS,0
131001,PPDPSD,351
131001,PPM,4
131001,PS,401
131001,PSN,3
131002,BE,4
131002,CDSPP,42
131002,MPT,2
131002,PCPPEV,7
131002,PCTPMRPP,2
131002,PH,3
131002,POUS,0
131002,PPDPSD,202
131002,PPM,0
131002,PS,166
131002,PSN,1
131003,BE,26
131003,CDSPP,227
131003,MPT,1
131003,PCPPEV,63
131003,PCTPMRPP,10
131003,PH,3
131003,POUS,1
131003,PPDPSD,864
131003,PPM,4
131003,PS,1072
131003,PSN,8
131004,BE,0
131004,CDSPP,117
131004,MPT,0
131004,PCPPEV,16
131004,PCTPMRPP,4
131004,PH,3
131004,POUS,1
131004,PPDPSD,559
131004,PPM,3
131004,PS,442
131004,PSN,4
131005,BE,3
131005,CDSPP,116
131005,MPT,0
131005,PCPPEV,4
131005,PCTPMRPP,2
131005,PH,2
131005,POUS,0
131005,PPDPSD,460
131005,PPM,1
131005,PS,307
131005,PSN,4
131006,BE,11
131006,CDSPP,158
131006,MPT,1
131006,PCPPEV,30
131006,PCTPMRPP,11
131006,PH,8
131006,POUS,0
131006,PPDPSD,633
131006,PPM,7
131006,PS,529
131006,PSN,5
131007,BE,62
131007,CDSPP,382
131007,MPT,8
131007,PCPPEV,76
131007,PCTPMRPP,13
131007,PH,13
131007,POUS,2
131007,PPDPSD,1436
131007,PPM,8
131007,PS,1602
131007,PSN,15
131008,BE,27
131008,CDSPP,97
131008,MPT,5
131008,PCPPEV,94
131008,PCTPMRPP,10
131008,PH,2
131008,POUS,0
131008,PPDPSD,324
131008,PPM,7
131008,PS,771
131008,PSN,2
131009,BE,2
131009,CDSPP,82
131009,MPT,2
131009,PCPPEV,10
131009,PCTPMRPP,2
131009,PH,2
131009,POUS,1
131009,PPDPSD,472
131009,PPM,2
131009,PS,296
131009,PSN,1
131010,BE,6
131010,CDSPP,157
131010,MPT,2
131010,PCPPEV,7
131010,PCTPMRPP,5
131010,PH,5
131010,POUS,0
131010,PPDPSD,1050
131010,PPM,2
131010,PS,466
131010,PSN,10
131011,BE,1
131011,CDSPP,2
131011,MPT,0
131011,PCPPEV,2
131011,PCTPMRPP,1
131011,PH,0
131011,POUS,1
131011,PPDPSD,6
131011,PPM,0
131011,PS,8
131011,PSN,0
131012,BE,1
131012,CDSPP,71
131012,MPT,0
131012,PCPPEV,9
131012,PCTPMRPP,3
131012,PH,0
131012,POUS,3
131012,PPDPSD,251
131012,PPM,0
131012,PS,202
131012,PSN,2
131013,BE,18
131013,CDSPP,285
131013,MPT,10
131013,PCPPEV,93
131013,PCTPMRPP,13
131013,PH,5
131013,POUS,1
131013,PPDPSD,2357
131013,PPM,8
131013,PS,2137
131013,PSN,8
131014,BE,1
131014,CDSPP,118
131014,MPT,2
131014,PCPPEV,15
131014,PCTPMRPP,3
131014,PH,3
131014,POUS,0
131014,PPDPSD,501
131014,PPM,5
131014,PS,231
131014,PSN,1
131015,BE,13
131015,CDSPP,93
131015,MPT,1
131015,PCPPEV,17
131015,PCTPMRPP,3
131015,PH,1
131015,POUS,0
131015,PPDPSD,335
131015,PPM,2
131015,PS,405
131015,PSN,1
131016,BE,9
131016,CDSPP,176
131016,MPT,2
131016,PCPPEV,30
131016,PCTPMRPP,4
131016,PH,3
131016,POUS,0
131016,PPDPSD,596
131016,PPM,1
131016,PS,573
131016,PSN,4
131017,BE,2
131017,CDSPP,41
131017,MPT,2
131017,PCPPEV,92
131017,PCTPMRPP,3
131017,PH,3
131017,POUS,0
131017,PPDPSD,158
131017,PPM,2
131017,PS,611
131017,PSN,0
131018,BE,37
131018,CDSPP,402
131018,MPT,6
131018,PCPPEV,110
131018,PCTPMRPP,14
131018,PH,11
131018,POUS,4
131018,PPDPSD,2305
131018,PPM,13
131018,PS,1689
131018,PSN,10
131019,BE,32
131019,CDSPP,140
131019,MPT,5
131019,PCPPEV,214
131019,PCTPMRPP,12
131019,PH,3
131019,POUS,5
131019,PPDPSD,813
131019,PPM,10
131019,PS,1295
131019,PSN,9
131020,BE,19
131020,CDSPP,97
131020,MPT,5
131020,PCPPEV,90
131020,PCTPMRPP,9
131020,PH,8
131020,POUS,0
131020,PPDPSD,505
131020,PPM,4
131020,PS,1135
131020,PSN,9
131021,BE,2
131021,CDSPP,153
131021,MPT,1
131021,PCPPEV,14
131021,PCTPMRPP,6
131021,PH,3
131021,POUS,0
131021,PPDPSD,691
131021,PPM,2
131021,PS,452
131021,PSN,5
131022,BE,5
131022,CDSPP,88
131022,MPT,5
131022,PCPPEV,24
131022,PCTPMRPP,7
131022,PH,1
131022,POUS,2
131022,PPDPSD,506
131022,PPM,4
131022,PS,397
131022,PSN,3
131023,BE,0
131023,CDSPP,30
131023,MPT,0
131023,PCPPEV,18
131023,PCTPMRPP,1
131023,PH,2
131023,POUS,0
131023,PPDPSD,210
131023,PPM,0
131023,PS,171
131023,PSN,0
131024,BE,5
131024,CDSPP,219
131024,MPT,2
131024,PCPPEV,25
131024,PCTPMRPP,10
131024,PH,5
131024,POUS,3
131024,PPDPSD,1446
131024,PPM,3
131024,PS,623
131024,PSN,9
131101,BE,4
131101,CDSPP,85
131101,MPT,1
131101,PCPPEV,11
131101,PCTPMRPP,2
131101,PH,3
131101,POUS,2
131101,PPDPSD,571
131101,PPM,4
131101,PS,405
131101,PSN,4
131102,BE,4
131102,CDSPP,40
131102,MPT,2
131102,PCPPEV,91
131102,PCTPMRPP,8
131102,PH,3
131102,POUS,0
131102,PPDPSD,368
131102,PPM,5
131102,PS,334
131102,PSN,2
131103,BE,8
131103,CDSPP,60
131103,MPT,2
131103,PCPPEV,64
131103,PCTPMRPP,8
131103,PH,3
131103,POUS,4
131103,PPDPSD,208
131103,PPM,3
131103,PS,604
131103,PSN,2
131104,BE,4
131104,CDSPP,80
131104,MPT,1
131104,PCPPEV,25
131104,PCTPMRPP,5
131104,PH,4
131104,POUS,0
131104,PPDPSD,410
131104,PPM,2
131104,PS,634
131104,PSN,6
131105,BE,1
131105,CDSPP,51
131105,MPT,1
131105,PCPPEV,18
131105,PCTPMRPP,6
131105,PH,2
131105,POUS,1
131105,PPDPSD,392
131105,PPM,3
131105,PS,332
131105,PSN,4
131106,BE,0
131106,CDSPP,26
131106,MPT,0
131106,PCPPEV,10
131106,PCTPMRPP,4
131106,PH,4
131106,POUS,0
131106,PPDPSD,213
131106,PPM,3
131106,PS,270
131106,PSN,4
131107,BE,8
131107,CDSPP,44
131107,MPT,1
131107,PCPPEV,42
131107,PCTPMRPP,2
131107,PH,2
131107,POUS,1
131107,PPDPSD,247
131107,PPM,1
131107,PS,449
131107,PSN,1
131108,BE,4
131108,CDSPP,50
131108,MPT,2
131108,PCPPEV,15
131108,PCTPMRPP,2
131108,PH,4
131108,POUS,1
131108,PPDPSD,248
131108,PPM,3
131108,PS,413
131108,PSN,4
131109,BE,10
131109,CDSPP,80
131109,MPT,0
131109,PCPPEV,16
131109,PCTPMRPP,7
131109,PH,4
131109,POUS,0
131109,PPDPSD,357
131109,PPM,3
131109,PS,471
131109,PSN,4
131110,BE,1
131110,CDSPP,41
131110,MPT,0
131110,PCPPEV,20
131110,PCTPMRPP,1
131110,PH,1
131110,POUS,0
131110,PPDPSD,227
131110,PPM,2
131110,PS,332
131110,PSN,0
131111,BE,0
131111,CDSPP,22
131111,MPT,1
131111,PCPPEV,11
131111,PCTPMRPP,0
131111,PH,1
131111,POUS,0
131111,PPDPSD,65
131111,PPM,0
131111,PS,102
131111,PSN,0
131112,BE,1
131112,CDSPP,32
131112,MPT,4
131112,PCPPEV,21
131112,PCTPMRPP,6
131112,PH,1
131112,POUS,2
131112,PPDPSD,172
131112,PPM,1
131112,PS,569
131112,PSN,1
131113,BE,6
131113,CDSPP,91
131113,MPT,0
131113,PCPPEV,19
131113,PCTPMRPP,1
131113,PH,2
131113,POUS,1
131113,PPDPSD,549
131113,PPM,3
131113,PS,541
131113,PSN,5
131114,BE,13
131114,CDSPP,105
131114,MPT,3
131114,PCPPEV,67
131114,PCTPMRPP,11
131114,PH,3
131114,POUS,0
131114,PPDPSD,347
131114,PPM,5
131114,PS,897
131114,PSN,6
131115,BE,2
131115,CDSPP,56
131115,MPT,2
131115,PCPPEV,49
131115,PCTPMRPP,2
131115,PH,9
131115,POUS,2
131115,PPDPSD,333
131115,PPM,6
131115,PS,590
131115,PSN,2
131116,BE,3
131116,CDSPP,96
131116,MPT,4
131116,PCPPEV,29
131116,PCTPMRPP,4
131116,PH,3
131116,POUS,1
131116,PPDPSD,494
131116,PPM,4
131116,PS,559
131116,PSN,5
131117,BE,2
131117,CDSPP,20
131117,MPT,0
131117,PCPPEV,12
131117,PCTPMRPP,2
131117,PH,3
131117,POUS,0
131117,PPDPSD,219
131117,PPM,1
131117,PS,188
131117,PSN,1
131118,BE,1
131118,CDSPP,47
131118,MPT,1
131118,PCPPEV,7
131118,PCTPMRPP,2
131118,PH,2
131118,POUS,1
131118,PPDPSD,211
131118,PPM,0
131118,PS,252
131118,PSN,2
131119,BE,6
131119,CDSPP,66
131119,MPT,1
131119,PCPPEV,10
131119,PCTPMRPP,3
131119,PH,3
131119,POUS,0
131119,PPDPSD,211
131119,PPM,4
131119,PS,431
131119,PSN,4
131120,BE,19
131120,CDSPP,35
131120,MPT,4
131120,PCPPEV,108
131120,PCTPMRPP,14
131120,PH,1
131120,POUS,0
131120,PPDPSD,158
131120,PPM,3
131120,PS,578
131120,PSN,1
131121,BE,5
131121,CDSPP,99
131121,MPT,1
131121,PCPPEV,27
131121,PCTPMRPP,4
131121,PH,1
131121,POUS,2
131121,PPDPSD,357
131121,PPM,6
131121,PS,468
131121,PSN,4
131122,BE,12
131122,CDSPP,108
131122,MPT,1
131122,PCPPEV,93
131122,PCTPMRPP,12
131122,PH,7
131122,POUS,1
131122,PPDPSD,534
131122,PPM,5
131122,PS,1012
131122,PSN,3
131123,BE,12
131123,CDSPP,22
131123,MPT,0
131123,PCPPEV,16
131123,PCTPMRPP,5
131123,PH,2
131123,POUS,1
131123,PPDPSD,253
131123,PPM,1
131123,PS,243
131123,PSN,0
131124,BE,120
131124,CDSPP,416
131124,MPT,8
131124,PCPPEV,155
131124,PCTPMRPP,26
131124,PH,7
131124,POUS,1
131124,PPDPSD,1608
131124,PPM,10
131124,PS,1901
131124,PSN,9
131125,BE,5
131125,CDSPP,108
131125,MPT,0
131125,PCPPEV,13
131125,PCTPMRPP,3
131125,PH,0
131125,POUS,0
131125,PPDPSD,164
131125,PPM,2
131125,PS,369
131125,PSN,1
131126,BE,11
131126,CDSPP,61
131126,MPT,1
131126,PCPPEV,33
131126,PCTPMRPP,3
131126,PH,5
131126,POUS,0
131126,PPDPSD,511
131126,PPM,1
131126,PS,508
131126,PSN,7
131127,BE,1
131127,CDSPP,56
131127,MPT,1
131127,PCPPEV,9
131127,PCTPMRPP,4
131127,PH,6
131127,POUS,0
131127,PPDPSD,316
131127,PPM,7
131127,PS,293
131127,PSN,6
131128,BE,10
131128,CDSPP,46
131128,MPT,2
131128,PCPPEV,14
131128,PCTPMRPP,2
131128,PH,1
131128,POUS,0
131128,PPDPSD,283
131128,PPM,3
131128,PS,515
131128,PSN,3
131129,BE,0
131129,CDSPP,0
131129,MPT,0
131129,PCPPEV,0
131129,PCTPMRPP,0
131129,PH,0
131129,POUS,0
131129,PPDPSD,0
131129,PPM,0
131129,PS,0
131129,PSN,0
131130,BE,6
131130,CDSPP,53
131130,MPT,1
131130,PCPPEV,11
131130,PCTPMRPP,1
131130,PH,2
131130,POUS,2
131130,PPDPSD,223
131130,PPM,2
131130,PS,365
131130,PSN,3
131131,BE,2
131131,CDSPP,33
131131,MPT,1
131131,PCPPEV,48
131131,PCTPMRPP,1
131131,PH,3
131131,POUS,2
131131,PPDPSD,160
131131,PPM,3
131131,PS,351
131131,PSN,4
131132,BE,7
131132,CDSPP,50
131132,MPT,2
131132,PCPPEV,18
131132,PCTPMRPP,6
131132,PH,4
131132,POUS,0
131132,PPDPSD,219
131132,PPM,8
131132,PS,354
131132,PSN,1
131133,BE,6
131133,CDSPP,71
131133,MPT,2
131133,PCPPEV,22
131133,PCTPMRPP,3
131133,PH,3
131133,POUS,1
131133,PPDPSD,337
131133,PPM,1
131133,PS,510
131133,PSN,0
131134,BE,5
131134,CDSPP,14
131134,MPT,2
131134,PCPPEV,55
131134,PCTPMRPP,7
131134,PH,2
131134,POUS,1
131134,PPDPSD,68
131134,PPM,3
131134,PS,288
131134,PSN,1
131135,BE,7
131135,CDSPP,32
131135,MPT,2
131135,PCPPEV,26
131135,PCTPMRPP,1
131135,PH,3
131135,POUS,1
131135,PPDPSD,167
131135,PPM,6
131135,PS,266
131135,PSN,5
131136,BE,4
131136,CDSPP,29
131136,MPT,0
131136,PCPPEV,9
131136,PCTPMRPP,3
131136,PH,0
131136,POUS,0
131136,PPDPSD,412
131136,PPM,3
131136,PS,228
131136,PSN,4
131137,BE,2
131137,CDSPP,25
131137,MPT,2
131137,PCPPEV,9
131137,PCTPMRPP,2
131137,PH,0
131137,POUS,0
131137,PPDPSD,179
131137,PPM,0
131137,PS,189
131137,PSN,4
131138,BE,17
131138,CDSPP,27
131138,MPT,0
131138,PCPPEV,139
131138,PCTPMRPP,20
131138,PH,4
131138,POUS,1
131138,PPDPSD,193
131138,PPM,2
131138,PS,524
131138,PSN,5
131201,BE,370
131201,CDSPP,726
131201,MPT,32
131201,PCPPEV,614
131201,PCTPMRPP,43
131201,PH,5
131201,POUS,4
131201,PPDPSD,2110
131201,PPM,25
131201,PS,3706
131201,PSN,5
131202,BE,965
131202,CDSPP,1842
131202,MPT,48
131202,PCPPEV,1656
131202,PCTPMRPP,62
131202,PH,39
131202,POUS,11
131202,PPDPSD,6760
131202,PPM,69
131202,PS,7256
131202,PSN,22
131203,BE,583
131203,CDSPP,1230
131203,MPT,44
131203,PCPPEV,2557
131203,PCTPMRPP,117
131203,PH,36
131203,POUS,19
131203,PPDPSD,5505
131203,PPM,71
131203,PS,11811
131203,PSN,20
131204,BE,981
131204,CDSPP,1922
131204,MPT,46
131204,PCPPEV,1189
131204,PCTPMRPP,61
131204,PH,34
131204,POUS,5
131204,PPDPSD,6369
131204,PPM,61
131204,PS,6204
131204,PSN,28
131205,BE,302
131205,CDSPP,1056
131205,MPT,33
131205,PCPPEV,457
131205,PCTPMRPP,28
131205,PH,12
131205,POUS,3
131205,PPDPSD,2420
131205,PPM,32
131205,PS,2899
131205,PSN,9
131206,BE,584
131206,CDSPP,1445
131206,MPT,49
131206,PCPPEV,1117
